iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation_ft,timezone,airport_type
ULD,FAUL,Prince Mangosuthu Buthelezi Airport,Ulundi,ZA,-28.3206005096,31.4165000916,1720,Africa/Johannesburg,medium_airport
ULH,OEAO,Majeed Bin Abdulaziz Airport,Al Ula,SA,26.483333,38.116944,2050,N/A,medium_airport
ULK,UERL,Lensk Airport,Lensk,RU,60.7206001282,114.825996399,801,Asia/Yakutsk,medium_airport
ULN,ZMUB,Buyant-Ukhaa International Airport,Ulaanbaatar,MN,47.843102,106.766998,4364,Asia/Ulaanbaatar,medium_airport
ULP,YQLP,Quilpie Airport,,AU,-26.609176,144.253746,655,Australia/Brisbane,medium_airport
ULQ,SKUL,Heriberto Gíl Martínez Airport,Tuluá,CO,4.08836,-76.2351,3132,America/Bogota,medium_airport
ULU,HUGU,Gulu Airport,Gulu,UG,2.8055601119995117,32.27180099487305,3510,Africa/Kampala,medium_airport
ULV,UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,RU,54.268299,48.2267,449,Europe/Samara,medium_airport
ULY,UWLW,Ulyanovsk East Airport,Cherdakly,RU,54.401001,48.8027,252,Europe/Ulyanovsk,medium_airport
UMB,,Kalumbila Airport,Kalumbila,ZM,-12.25358,25.44432,4354,N/A,medium_airport
UME,ESNU,Umeå Airport,Umeå,SE,63.791801452637,20.282800674438,24,Europe/Stockholm,medium_airport
UND,OAUZ,Kunduz Airport,Kunduz,AF,36.6651,68.910797,1457,Asia/Kabul,medium_airport
UNI,TVSU,Union Island International Airport,Union Island,VC,12.600135,-61.411945,16,America/St_Vincent,medium_airport
UNK,PAUN,Unalakleet Airport,Unalakleet,US,63.888401,-160.798996,27,America/Anchorage,medium_airport
UNN,VTSR,Ranong Airport,Ranong,TH,9.77762,98.585503,57,Asia/Bangkok,medium_airport
UOX,KUOX,University Oxford Airport,Oxford,US,34.384300231934,-89.536796569824,452,America/Chicago,medium_airport
UPB,MUPB,Playa Baracoa Airport,Havana,CU,23.032801,-82.579399,102,America/Havana,medium_airport
UPG,WAAA,Hasanuddin International Airport,Ujung Pandang,ID,-5.06163,119.554001,47,Asia/Makassar,large_airport
UPL,MRUP,Upala Airport,Upala,CR,10.8922,-85.016197,184,America/Costa_Rica,medium_airport
UPN,MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX,19.3967,-102.039001,5258,America/Mexico_City,medium_airport
URA,UARR,Uralsk Airport,Uralsk,KZ,51.15079879760742,51.54309844970703,125,Asia/Oral,medium_airport
URC,ZWWW,Ürümqi Tianshan International Airport,Ürümqi,CN,43.907101,87.474197,2125,Asia/Shanghai,large_airport
URE,EEKE,Kuressaare Airport,Kuressaare,EE,58.22990036010742,22.50950050354004,14,Europe/Tallinn,medium_airport
URG,SBUG,Rubem Berta Airport,Uruguaiana,BR,-29.7822,-57.0382,256,America/Sao_Paulo,medium_airport
URJ,USHU,Uray Airport,Uray,RU,60.103298,64.826698,190,Asia/Yekaterinburg,medium_airport
URO,LFOP,Rouen Vallée de Seine Airport,Boos,FR,49.384887,1.179142,512,Europe/Paris,medium_airport
URS,UUOK,Kursk East Airport,Kursk,RU,51.7505989074707,36.29560089111328,686,Europe/Moscow,medium_airport
URT,VTSB,Surat Thani Airport,Surat Thani,TH,9.13259983063,99.135597229,20,Asia/Bangkok,medium_airport
URY,OEGT,Gurayat Domestic Airport,Gurayat,SA,31.412413,37.278898,1672,Asia/Riyadh,medium_airport
USA,KJQF,Concord-Padgett Regional Airport,Concord,US,35.387798,-80.709099,705,America/New_York,medium_airport
USH,SAWH,Ushuaia - Malvinas Argentinas International Airport,Ushuaia,AR,-54.8433,-68.2958,102,America/Argentina/Ushuaia,medium_airport
USK,UUYS,Usinsk Airport,Usinsk,RU,66.0047,57.367199,262,Europe/Moscow,medium_airport
USM,VTSM,Samui Airport,Na Thon (Ko Samui Island),TH,9.54779,100.061996,64,Asia/Bangkok,medium_airport
USN,RKPU,Ulsan Airport,Ulsan,KR,35.59349823,129.352005005,45,Asia/Seoul,medium_airport
USQ,LTBO,Uşak Airport,Uşak,TR,38.681499,29.471701,2897,Europe/Istanbul,medium_airport
USR,UEMT,Ust-Nera Airport,Ust-Nera,RU,64.550003,143.115005,1805,Asia/Vladivostok,medium_airport
UST,KSGJ,Northeast Florida Regional Airport,St Augustine,US,29.9592,-81.339798,10,America/New_York,medium_airport
USU,RPVV,Francisco B. Reyes (Busuanga) Airport,Coron,PH,12.121865,120.100801,148,Asia/Manila,medium_airport
UTH,VTUD,Udon Thani Airport,Udon Thani,TH,17.386400222800003,102.788002014,579,Asia/Bangkok,medium_airport
UTI,EFUT,Utti Air Base,Utti / Valkeala,FI,60.8964,26.9384,339,Europe/Helsinki,medium_airport
UTN,FAUP,Pierre Van Ryneveld Airport,Upington,ZA,-28.39909935,21.260200500499998,2782,Africa/Johannesburg,medium_airport
UTO,PAIM,Indian Mountain LRRS Airport,Utopia Creek,US,65.992798,-153.703995,1273,America/Anchorage,medium_airport
UTP,VTBU,U-Tapao International Airport,Rayong,TH,12.679900169372559,101.00499725341797,42,Asia/Bangkok,medium_airport
UTS,UUYX,Ust-Tsylma Airport,Ust-Tsylma,RU,65.437294,52.200336,262,Europe/Moscow,medium_airport
UTT,FAUT,K. D. Matanzima Airport,Mthatha,ZA,-31.546363184900002,28.6733551025,2400,Africa/Johannesburg,medium_airport
UTW,FAQT,Queenstown Airport,Queenstown,ZA,-31.92020034790039,26.882200241088867,3637,Africa/Johannesburg,medium_airport
UUA,UWKB,Bugulma Airport,Bugulma,RU,54.641184,52.800229,991,Europe/Moscow,medium_airport
UUD,UIUU,Baikal International Airport,Ulan Ude,RU,51.808614,107.439652,1690,Asia/Irkutsk,medium_airport
UUN,ZMBU,Baruun Urt Airport,,MN,46.660301208496094,113.28500366210938,3205,Asia/Choibalsan,medium_airport
UUS,UHSS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,RU,46.885461,142.717466,59,Asia/Vladivostok,medium_airport
UVE,NWWV,Ouvéa Airport,Ouvéa,NC,-20.640932,166.573024,23,Pacific/Noumea,medium_airport
UVF,TLPL,Hewanorra International Airport,Vieux Fort,LC,13.7332,-60.952599,14,America/St_Lucia,large_airport
UYL,HSNN,Nyala Airport,Nyala,SD,12.0535,24.9562,2106,Africa/Khartoum,medium_airport
UZC,LYUZ,Ponikve Airport,Stapari,RS,43.898899,19.697701,2966,Europe/Belgrade,medium_airport
UZU,SATU,Curuzu Cuatia Airport,Curuzu Cuatia,AR,-29.7706,-57.9789,229,America/Argentina/Cordoba,medium_airport
VAA,EFVA,Vaasa Airport,Vaasa,FI,63.050701,21.762199,19,Europe/Helsinki,medium_airport
VAD,KVAD,Moody Air Force Base,Valdosta,US,30.9678001404,-83.1930007935,233,America/New_York,medium_airport
VAF,LFLU,Valence-Chabeuil Airport,"Chabeuil, Drôme",FR,44.9216,4.9699,525,Europe/Paris,medium_airport
VAG,SBVG,Major Brigadeiro Trompowsky Airport,Varginha,BR,-21.591375,-45.474116,3025,America/Sao_Paulo,medium_airport
VAI,AYVN,Vanimo Airport,Vanimo,PG,-2.6926,141.3028,10,Pacific/Port_Moresby,medium_airport
VAM,VRMV,Villa International Airport Maamigili,Maamigili,MV,3.470556,72.835833,6,Indian/Maldives,medium_airport
VAN,LTCI,Van Ferit Melen Airport,Van,TR,38.46820068359375,43.332298278808594,5480,Europe/Istanbul,medium_airport
VAQ,,Vanavara Airport,Vanavara,RU,60.356229,102.309641,892,N/A,medium_airport
VAR,LBWN,Varna Airport,Varna,BG,43.232101,27.8251,230,Europe/Sofia,large_airport
VAV,NFTV,Vava'u International Airport,Vava'u Island,TO,-18.58530044555664,-173.96200561523438,236,Pacific/Tongatapu,medium_airport
VAW,ENSS,"Vardø Airport, Svartnes",Vardø,NO,70.3554,31.044901,42,Europe/Oslo,medium_airport
VBG,KVBG,Vandenberg Space Force Base,Lompoc,US,34.737301,-120.584,369,America/Los_Angeles,medium_airport
VBS,LIPO,Brescia Gabriele d'Annunzio Airport,Montichiari (BS),IT,45.428902,10.3306,355,Europe/Rome,medium_airport
VBY,ESSV,Visby Airport,Visby,SE,57.662799835205,18.346200942993,164,Europe/Stockholm,medium_airport
VCA,VVCT,Can Tho International Airport,Can Tho,VN,10.0851,105.711998,9,Asia/Ho_Chi_Minh,medium_airport
VCE,LIPZ,Venice Marco Polo Airport,Venezia (VE),IT,45.505299,12.3519,7,Europe/Rome,large_airport
VCP,SBKP,Viracopos International Airport,Campinas,BR,-23.007404,-47.134502,2170,America/Sao_Paulo,medium_airport
VCS,VVCS,Con Dao Airport,Con Dao,VN,8.73183,106.633003,20,Asia/Ho_Chi_Minh,medium_airport
VCT,KVCT,Victoria Regional Airport,Victoria,US,28.85260009765625,-96.91850280761719,115,America/Chicago,medium_airport
VDC,SBVC,Glauber de Andrade Rocha Airport,Vitória da Conquista,BR,-14.907885,-40.914804,2940,America/Bahia,medium_airport
VDE,GCHI,El Hierro Airport,El Hierro Island,ES,27.8148,-17.8871,103,Atlantic/Canary,medium_airport
VDH,VVDH,Dong Hoi Airport,Dong Hoi,VN,17.515,106.590556,59,Asia/Ho_Chi_Minh,medium_airport
VDM,SAVV,Gobernador Castello Airport,Viedma / Carmen de Patagones,AR,-40.8692,-63.0004,20,America/Argentina/Salta,medium_airport
VDO,VVVD,Van Don International Airport,Van Don,VN,21.120693,107.41539,24,Asia/Ho_Chi_Minh,medium_airport
VDP,SVVP,Valle de La Pascua Airport,,VE,9.22202777863,-65.9935836792,410,America/Caracas,medium_airport
VDR,SAOD,Villa Dolores Airport,Villa Dolores,AR,-31.9452,-65.146301,1847,America/Argentina/Cordoba,medium_airport
VDS,ENVD,Vadsø Airport,Vadsø,NO,70.0653,29.8447,127,Europe/Oslo,medium_airport
VDZ,PAVD,Valdez Pioneer Field,Valdez,US,61.132712,-146.246567,121,America/Anchorage,medium_airport
VEL,KVEL,Vernal Regional Airport,Vernal,US,40.436214,-109.511661,5278,America/Denver,medium_airport
VEO,,Severo-Yeniseysk Airport,Severo-Yeniseysk,RU,60.373299,93.011703,1706,N/A,medium_airport
VER,MMVR,General Heriberto Jara International Airport,Veracruz,MX,19.1459007263,-96.1873016357,90,America/Mexico_City,medium_airport
VEY,BIVM,Vestmannaeyjar Airport,Vestmannaeyjar,IS,63.42430114746094,-20.278900146484375,326,Atlantic/Reykjavik,medium_airport
VFA,FVFA,Victoria Falls International Airport,Victoria Falls,ZW,-18.09589958190918,25.839000701904297,3490,Africa/Harare,medium_airport
VGA,VOBZ,Vijayawada Airport,Gannavaram,IN,16.530399,80.796799,82,Asia/Kolkata,medium_airport
VGD,ULWW,Vologda Airport,Vologda,RU,59.282501,39.944401,387,Europe/Moscow,medium_airport
VGO,LEVX,Vigo Airport,Vigo,ES,42.2318,-8.62677,856,Europe/Madrid,medium_airport
VGT,KVGT,North Las Vegas Metropolitan International Airport,Las Vegas,US,36.210701,-115.194,2205,America/Los_Angeles,medium_airport
VHC,FNSA,Saurimo Airport,Saurimo,AO,-9.68907,20.4319,3584,Africa/Luanda,medium_airport
VHM,ESNV,Vilhelmina South Lapland Airport,Vilhelmina,SE,64.579102,16.833599,1140,Europe/Stockholm,medium_airport
VHY,LFLV,Vichy-Charmeil Airport,"Charmeil, Allier",FR,46.16969,3.403637,817,Europe/Paris,medium_airport
VIE,LOWW,Vienna International Airport,Vienna,AT,48.110298,16.5697,600,Europe/Vienna,large_airport
VIG,SVVG,Juan Pablo Pérez Alfonso Airport,El Vigía,VE,8.624139,-71.672668,250,America/Caracas,medium_airport
VII,VVVH,Vinh Airport,Vinh,VN,18.7376003265,105.67099762,23,Asia/Ho_Chi_Minh,medium_airport
VIL,GMMH,Dakhla Airport,Dakhla,EH,23.7183,-15.932,36,Africa/Casablanca,medium_airport
VIN,UKWW,Vinnytsia/Gavyryshivka International Airport,Vinnitsa,UA,49.242531,28.613778,961,Europe/Kyiv,medium_airport
VIP,LSMP,Payerne Air Base,Payerne,CH,46.8432,6.91506,1465,Europe/Zurich,medium_airport
VIR,FAVG,Virginia Airport,Durban,ZA,-29.770599,31.058399,20,Africa/Johannesburg,medium_airport
VIS,KVIS,Visalia Municipal Airport,Visalia,US,36.318699,-119.392998,295,America/Los_Angeles,medium_airport
VIT,LEVT,Vitoria Airport,Alava,ES,42.882801,-2.72447,1682,Europe/Madrid,medium_airport
VIX,SBVT,Eurico de Aguiar Salles Airport,Vitória,BR,-20.258,-40.285,34,America/Sao_Paulo,large_airport
VIY,,Vélizy-Villacoublay Air Base,"Vélizy-Villacoublay, Yvelines",FR,48.774406,2.203102,584,Europe/Paris,medium_airport
VKG,VVRG,Rach Gia Airport,Rach Gia,VN,9.95802997234,105.132379532,7,Asia/Ho_Chi_Minh,medium_airport
VKO,UUWW,Vnukovo International Airport,Moscow,RU,55.591499,37.261501,685,Europe/Moscow,large_airport
VKT,UUYW,Vorkuta Airport,Vorkuta,RU,67.488602,63.993099,604,Europe/Moscow,medium_airport
VKV,,Vaskovo Airport,Arkhangelsk,RU,64.441704,40.4217,82,N/A,medium_airport
VLC,LEVC,Valencia Airport,Valencia,ES,39.4893,-0.481625,240,Europe/Madrid,large_airport
VLD,KVLD,Valdosta Regional Airport,Valdosta,US,30.782499313354492,-83.27670288085938,203,America/New_York,medium_airport
VLG,SAZV,Villa Gesell Airport,Villa Gesell,AR,-37.2354,-57.0292,32,America/Argentina/Buenos_Aires,medium_airport
VLI,NVVV,Bauerfield International Airport,Port Vila,VU,-17.699301,168.320007,70,Pacific/Efate,large_airport
VLL,LEVD,Valladolid Airport,Valladolid,ES,41.7061,-4.85194,2776,Europe/Madrid,medium_airport
VLM,SLVM,Teniente Coronel Rafael Pabón Airport,Villamontes,BO,-21.255199432399998,-63.4056015015,1305,America/La_Paz,medium_airport
VLN,SVVA,Arturo Michelena International Airport,Valencia,VE,10.14973258972168,-67.92839813232422,1411,America/Caracas,medium_airport
VLR,SCLL,Vallenar Airport,Vallenar,CL,-28.596399,-70.755997,1725,America/Santiago,medium_airport
VLV,SVVL,Dr. Antonio Nicolás Briceño Airport,Valera,VE,9.340478,-70.584061,2060,America/Caracas,medium_airport
VLY,EGOV,Anglesey Airport,Angelsey,GB,53.2481,-4.53534,37,N/A,medium_airport
VME,SAOR,Villa Reynolds Airport,Villa Mercedes,AR,-33.7299003601,-65.3873977661,1591,America/Argentina/San_Luis,medium_airport
VMI,,Aeropuerto Nacional Doctor Juan Plate,Puerto Vallemi,PY,-22.159371,-57.942395,280,N/A,medium_airport
VMU,AYBA,Baimuru Airport,Baimuru,PG,-7.496955,144.821756,27,Pacific/Port_Moresby,medium_airport
VNE,LFRV,Vannes-Meucon Airport,Vannes/Meucon,FR,47.723301,-2.71856,446,Europe/Paris,medium_airport
VNO,EYVI,Vilnius International Airport,Vilnius,LT,54.634102,25.285801,648,Europe/Vilnius,large_airport
VNS,VEBN,Lal Bahadur Shastri Airport,Varanasi,IN,25.452129,82.861805,266,Asia/Kolkata,medium_airport
VNX,FQVL,Vilankulo Airport,Vilanculo,MZ,-22.018400192260742,35.31330108642578,46,Africa/Maputo,medium_airport
VNY,KVNY,Van Nuys Airport,Van Nuys,US,34.209800720215,-118.48999786377,802,America/Los_Angeles,medium_airport
VOD,LKVO,Vodochody Airport,Vodochody,CZ,50.216599,14.3958,919,Europe/Prague,medium_airport
VOG,URWW,Volgograd International Airport,Volgograd,RU,48.782501220703125,44.34550094604492,482,Europe/Volgograd,medium_airport
VOH,FMNV,Vohemar Airport,Vohemar,MG,-13.3758,50.0028,19,Indian/Antananarivo,medium_airport
VOK,KVOK,Volk Field,Camp Douglas,US,43.938999,-90.253403,912,America/Chicago,medium_airport
VOL,LGBL,Nea Anchialos National Airport,Nea Anchialos,GR,39.219601,22.7943,83,Europe/Athens,medium_airport
VOZ,UUOO,Voronezh International Airport,Voronezh,RU,51.81420135498047,39.22959899902344,514,Europe/Moscow,medium_airport
VPE,FNGI,Ngjiva Pereira Airport,Ngiva,AO,-17.0435009003,15.683799743700002,3566,Africa/Luanda,medium_airport
VPS,KVPS,Destin-Fort Walton Beach Airport,Valparaiso,US,30.4832,-86.525398,87,America/Chicago,medium_airport
VPY,FQCH,Chimoio Airport,Chimoio,MZ,-19.15130043029785,33.42900085449219,2287,Africa/Maputo,medium_airport
VPZ,KVPZ,Porter County Municipal Airport,Valparaiso,US,41.45399857,-87.00710297,770,America/Chicago,medium_airport
VQQ,KVQQ,Cecil Airport,Jacksonville,US,30.2187,-81.876701,81,America/New_York,medium_airport
VQS,TJVQ,Antonio Rivera Rodriguez Airport,Vieques,PR,18.1348,-65.493599,49,America/Puerto_Rico,medium_airport
VRA,MUVR,Juan Gualberto Gomez International Airport,Matanzas,CU,23.034401,-81.435303,210,America/Havana,large_airport
VRB,KVRB,Vero Beach Regional Airport,Vero Beach,US,27.6556,-80.417901,24,America/New_York,medium_airport
VRC,RPUV,Virac Airport,Virac,PH,13.576399803161621,124.20600128173828,121,Asia/Manila,medium_airport
VRE,FAVR,Vredendal Airport,Vredendal,ZA,-31.641000747680664,18.5447998046875,330,Africa/Johannesburg,medium_airport
VRK,EFVR,Varkaus Airport,Varkaus / Joroinen,FI,62.171101,27.868601,286,Europe/Helsinki,medium_airport
VRL,LPVR,Vila Real Airport,Vila Real,PT,41.2743,-7.72047,1805,Europe/Lisbon,medium_airport
VRN,LIPX,Verona Villafranca Valerio Catullo Airport,Caselle (VR),IT,45.394955,10.887303,239,Europe/Rome,large_airport
VRO,MUKW,Kawama Airport,Santa Marta,CU,23.124001,-81.301598,16,America/Havana,medium_airport
VRU,FAVB,Vryburg Airport,Vyrburg,ZA,-26.9824008942,24.7287998199,3920,Africa/Johannesburg,medium_airport
VSA,MMVA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX,17.997,-92.817398,46,America/Mexico_City,medium_airport
VSE,LPVZ,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT,40.725498,-7.88899,2060,Europe/Lisbon,medium_airport
VST,ESOW,Stockholm Västerås Airport,Stockholm / Västerås,SE,59.58940124511719,16.63360023498535,21,Europe/Stockholm,medium_airport
VTB,UMII,Vitebsk Vostochny Airport,Vitebsk,BY,55.126499176025,30.349599838257,682,Europe/Minsk,medium_airport
VTE,VLVT,Wattay International Airport,Vientiane,LA,17.988300323500003,102.56300354,564,Asia/Vientiane,medium_airport
VTM,LLNV,Nevatim Air Base,Beersheba,IL,31.208299636799996,35.012298584,1330,Asia/Jerusalem,medium_airport
VTN,KVTN,Miller Field,Valentine,US,42.856211,-100.549192,2596,America/Chicago,medium_airport
VTU,MUVT,Hermanos Ameijeiras Airport,Las Tunas,CU,20.9876,-76.935799,328,America/Havana,medium_airport
VTZ,VOVZ,Visakhapatnam Airport,Visakhapatnam,IN,17.723506,83.227729,15,Asia/Kolkata,medium_airport
VUP,SKVP,Alfonso López Pumarejo Airport,Valledupar,CO,10.435,-73.2495,483,America/Bogota,medium_airport
VUS,ULWU,Velikiy Ustyug Airport,Velikiy Ustyug,RU,60.7883,46.259998,331,Europe/Moscow,medium_airport
VVC,SKVV,Vanguardia Airport,Villavicencio,CO,4.16787,-73.6138,1394,America/Bogota,medium_airport
VVI,SLVR,Viru Viru International Airport,Santa Cruz,BO,-17.6448,-63.135399,1224,America/La_Paz,large_airport
VVO,UHWW,Vladivostok International Airport,Artyom,RU,43.396256,132.148155,59,Asia/Vladivostok,large_airport
VVZ,DAAP,Illizi Takhamalt Airport,Illizi,DZ,26.723499,8.62265,1778,Africa/Algiers,medium_airport
VXC,FQLC,Lichinga Airport,Lichinga,MZ,-13.274,35.2663,4505,Africa/Maputo,medium_airport
VXE,GVSV,São Pedro Airport,São Pedro,CV,16.8332,-25.0553,66,Atlantic/Cape_Verde,medium_airport
VXO,ESMX,Växjö Kronoberg Airport,Växjö,SE,56.929100036621094,14.727999687194824,610,Europe/Stockholm,medium_airport
VYI,UENW,Vilyuisk Airport,Vilyuisk,RU,63.756668,121.693336,361,Asia/Yakutsk,medium_airport
WAE,OEWD,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,20.504299,45.1996,2062,Asia/Riyadh,medium_airport
WAG,NZWU,Wanganui Airport,Wanganui,NZ,-39.963467,175.02444,27,Pacific/Auckland,medium_airport
WAI,FMNW,Ambalabe Airport,Antsohihy,MG,-14.8988,47.9939,92,Indian/Antananarivo,medium_airport
WAT,EIWF,Waterford Airport,Waterford,IE,52.187199,-7.08696,119,Europe/Dublin,medium_airport
WAW,EPWA,Warsaw Chopin Airport,Warsaw,PL,52.165699,20.9671,362,Europe/Warsaw,large_airport
WBG,ETNS,Schleswig Air Base,Jagel,DE,54.459301,9.51633,70,Europe/Berlin,medium_airport
WBM,AYWD,Wapenamanda Airport,Wapenamanda,PG,-5.635293,143.892231,5889,Pacific/Port_Moresby,medium_airport
WCH,SCTN,Nuevo Chaitén Airport,Chaitén,CL,-42.781943,-72.834999,95,America/Santiago,medium_airport
WDH,FYWH,Hosea Kutako International Airport,Windhoek,NA,-22.4799,17.4709,5640,Africa/Windhoek,large_airport
WDS,ZHSY,Shiyan Wudangshan Airport,Shiyan (Maojian),CN,32.592889,110.906296,,Asia/Shanghai,medium_airport
WEF,ZSWF,Weifang Nanyuan Airport,Weifang (Kuiwen),CN,36.646702,119.119003,,Asia/Shanghai,medium_airport
WEH,ZSWH,Weihai Dashuibo Airport,Weihai,CN,37.187099,122.228996,145,Asia/Shanghai,medium_airport
WEI,YBWP,Weipa Airport,Weipa,AU,-12.677493,141.922618,63,Australia/Brisbane,medium_airport
WFI,FMSF,Fianarantsoa Airport,Fianarantsoa,MG,-21.441601,47.111698,3658,Indian/Antananarivo,medium_airport
WFR,,Wolf's Fang Runway,,AQ,-71.517,8.8,3707,N/A,medium_airport
WGA,YSWG,Wagga Wagga Airport,Forest Hill,AU,-35.163484,147.46832,724,Australia/Sydney,medium_airport
WGE,YWLG,Walgett Airport,,AU,-30.032801,148.126007,439,Australia/Sydney,medium_airport
WGN,ZGSY,Shaoyang Wugang Airport,Shaoyang (Wugang),CN,26.806123,110.641042,1444,N/A,medium_airport
WGT,YWGT,Wangaratta Airport,Laceby,AU,-36.417914,146.306896,504,Australia/Melbourne,medium_airport
WHA,ZSWA,Wuhu Xuanzhou Airport,Wuhu,CN,31.1045,118.66687,80,Asia/Shanghai,medium_airport
WHB,,Eliwana,,AU,-22.428395,116.887879,1576,N/A,medium_airport
WHK,NZWK,Whakatane Airport,,NZ,-37.92060089111328,176.91400146484375,20,Pacific/Auckland,medium_airport
WHN,,Wuhan Hannan Municipal Airport,Wuhan (Hannan),CN,30.25521,114.062805,85,N/A,medium_airport
WIC,EGPC,Wick John O'Groats Airport,Wick,GB,58.4589,-3.09306,126,Europe/London,medium_airport
WIE,ETOU,Wiesbaden Army Airfield,Wiesbaden,DE,50.049800872802734,8.325400352478027,461,Europe/Berlin,medium_airport
WIL,HKNW,Nairobi Wilson Airport,Nairobi,KE,-1.321720004081726,36.81480026245117,5536,Africa/Nairobi,medium_airport
WIN,YWTN,Winton Airport,,AU,-22.36359977722168,143.08599853515625,638,Australia/Brisbane,medium_airport
WIR,NZWO,Wairoa Airport,Wairoa,NZ,-39.012118,177.404395,42,Pacific/Auckland,medium_airport
WJF,KWJF,General William J Fox Airfield,Lancaster,US,34.7411,-118.219002,2351,America/Los_Angeles,medium_airport
WJR,HKWJ,Wajir Airport,Wajir,KE,1.73324,40.091599,770,Africa/Nairobi,medium_airport
WJU,RKNW,Wonju Airport / Hoengseong Air Base (K-38/K-46),Wonju,KR,37.437113,127.960051,329,Asia/Seoul,medium_airport
WKA,NZWF,Wanaka Airport,Wanaka,NZ,-44.722954,169.248419,1142,Pacific/Auckland,medium_airport
WKB,YWKB,Warracknabeal Airport,,AU,-36.32109832763672,142.41900634765625,397,Australia/Melbourne,medium_airport
WKF,FAWK,Waterkloof Air Force Base,Pretoria,ZA,-25.829999923699997,28.222499847399998,4940,Africa/Johannesburg,medium_airport
WKJ,RJCW,Wakkanai Airport,Wakkanai,JP,45.4042015076,141.800994873,30,Asia/Tokyo,medium_airport
WKK,,Aleknagik / New Airport,Aleknagik,US,59.2826004028,-158.617996216,66,America/Anchorage,medium_airport
WLG,NZWN,Wellington International Airport,Wellington,NZ,-41.327202,174.804993,41,Pacific/Auckland,large_airport
WLS,NLWW,Hihifo Airport,Wallis Island,WF,-13.2383003235,-176.199005127,79,Pacific/Wallis,medium_airport
WMC,KWMC,Winnemucca Municipal Airport,Winnemucca,US,40.8965988159,-117.805999756,4308,America/Los_Angeles,medium_airport
WME,YMNE,Mount Keith Airport,,AU,-27.28733,120.554937,1792,Australia/Perth,medium_airport
WMH,KBPK,Ozark Regional Airport,Mountain Home,US,36.3689002991,-92.47049713130001,928,America/Chicago,medium_airport
WMI,EPMO,Modlin Airport,Nowy Dwór Mazowiecki,PL,52.451099,20.6518,341,Europe/Warsaw,medium_airport
WMN,FMNR,Maroantsetra Airport,Maroantsetra,MG,-15.437742,49.689081,9,Indian/Antananarivo,medium_airport
WMR,FMNC,Mananara Nord Airport,Mananara Nord,MG,-16.1639,49.7738,9,Indian/Antananarivo,medium_airport
WMT,ZUMT,Zunyi Maotai Airport,Zunyi,CN,27.961837,106.435416,4068,Asia/Shanghai,medium_airport
WMX,WAVV,Wamena Airport,Wamena,ID,-4.097324,138.952417,5435,Asia/Jayapura,medium_airport
WNI,WAWD,Matahora Airport,Wangi-wangi Island,ID,-5.293996,123.634,88,N/A,medium_airport
WNP,RPUN,Naga Airport,Naga,PH,13.58489990234375,123.2699966430664,142,Asia/Manila,medium_airport
WNR,YWDH,Windorah Airport,Windorah,AU,-25.410641,142.668428,452,Australia/Brisbane,medium_airport
WNS,OPNH,Shaheed Benazirabad Airport,Nawabashah,PK,26.2194,68.390099,95,Asia/Karachi,medium_airport
WNZ,ZSWZ,Wenzhou Longwan International Airport,Wenzhou (Longwan),CN,27.910572,120.853465,13,Asia/Shanghai,large_airport
WOE,EHWO,Woensdrecht Air Base,Hoogerheide,NL,51.4491,4.34203,63,Europe/Amsterdam,medium_airport
WOL,,Shellharbour Airport,Albion Park Rail,AU,-34.5611,150.789001,31,Australia/Sydney,medium_airport
WOS,ZKWS,Wonsan Kalma International Airport,Wonsan,KP,39.166801,127.486,7,N/A,medium_airport
WPC,CZPC,Pincher Creek Airport,Pincher Creek,CA,49.520429,-113.997002,3903,America/Edmonton,medium_airport
WPR,SCFM,Captain Fuentes Martinez Airport,Porvenir,CL,-53.2537,-70.319199,104,America/Santiago,medium_airport
WPU,SCGZ,Guardia Marina Zañartu Airport,Puerto Williams,CL,-54.931099,-67.626297,88,America/Santiago,medium_airport
WRB,KWRB,Robins Air Force Base,Warner Robins,US,32.640099,-83.591904,294,America/New_York,medium_airport
WRE,NZWR,Whangarei Airport,Whangarei,NZ,-35.769253,174.363713,133,Pacific/Auckland,medium_airport
WRG,PAWG,Wrangell Airport,Wrangell,US,56.48429871,-132.3699951,49,America/Anchorage,medium_airport
WRI,KWRI,Mc Guire Air Force Base,Wrightstown,US,40.0155983,-74.59169769,131,America/New_York,medium_airport
WRL,KWRL,Worland Municipal Airport,Worland,US,43.965698,-107.950996,4227,America/Denver,medium_airport
WRO,EPWR,Copernicus Wrocław Airport,Wrocław,PL,51.103719,16.882096,404,Europe/Warsaw,medium_airport
WRT,EGNO,Warton Aerodrome,Warton,GB,53.745098,-2.88306,55,Europe/London,medium_airport
WST,KWST,Westerly State Airport,Westerly,US,41.349602,-71.803398,81,America/New_York,medium_airport
WSZ,NZWS,Westport Airport,Westport,NZ,-41.737111,171.579033,13,Pacific/Auckland,medium_airport
